ChainID,SubChainID,StoreID,BikoretNo,PriceUpdateDate,ItemCode,ItemType,ItemName,ManufactureName,ManufactureCountry,ManufactureItemDescription,UnitQty,Quantity,UnitMeasure,BisWeighted,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,itemStatus,LastUpdateDate,LastUpdateTime
7.29066E+12,1,11,0,2015/07/03 10:01,1,0,משלוח,ב משלוחים/תווים,,,"י""ח",1,,0,1,29.9,29.9,0,1,,
7.29066E+12,1,11,0,2012/07/01 23:09,5,0,"עמלת החזרת צ ק 28ש""ח",שונות /שרות,,,"י""ח",1,,0,1,28,28,0,1,,
7.29066E+12,1,11,0,2014/01/15 12:43,10,0,כרטיס מועדון,שונות /שרות,,,"י""ח",1,,0,1,30,30,0,1,,
7.29066E+12,1,11,0,2018/03/06 09:39,20,0,לילות סדר ישראלים,שונות /שרות,,,"י""ח",1,"י""ח",0,1,10,10,0,1,,
7.29066E+12,1,11,0,2013/11/28 13:30,39,0,ב  39 תו קניה,ב משלוחים/תווים,,,"י""ח",1,,0,1,10,10,0,1,,
7.29066E+12,1,11,0,2017/02/07 10:19,151,0,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,,,"ק""ג",1,,1,1,39.9,39.9,1,1,,
7.29066E+12,1,11,0,2012/07/01 23:22,153,0,כפפות לטקס,שונות /שרות,,,"י""ח",1,,0,1,1,1,0,1,,
7.29066E+12,1,11,0,2016/07/18 08:40,352,0,חסה עגולה,ביכורי הנגב מ.ד בעמ,,,"י""ח",1,,0,1,6.9,6.9,1,1,,
7.29066E+12,1,11,0,2019/12/09 12:59,505,0,אבוקדו.,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,14.9,14.9,0,1,,
7.29066E+12,1,11,0,2020/04/14 07:52,506,0,אבטיח,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,6.9,6.9,0,1,,
7.29066E+12,1,11,0,2020/04/21 10:23,507,0,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,22.9,22.9,0,1,,
7.29066E+12,1,11,0,2019/11/19 13:50,510,0,אגסים,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,10.9,10.9,0,1,,
7.29066E+12,1,11,0,2019/11/25 09:41,522,0,אננס.,ביכורי הנגב מ.ד בעמ,,,"י""ח",1,,0,1,39.9,39.9,0,1,,
7.29066E+12,1,11,0,2019/11/21 10:16,523,0,אשכולית אדומה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,6.9,6.9,0,1,,
7.29066E+12,1,11,0,2020/04/13 08:08,525,0,אשכולית,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,7.9,7.9,0,1,,
7.29066E+12,1,11,0,2020/04/14 07:52,530,0,בננה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,10.9,10.9,0,1,,
7.29066E+12,1,11,0,2020/04/21 10:23,535,0,לימון,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,9.9,9.9,0,1,,
7.29066E+12,1,11,0,2017/12/04 07:28,536,0,פמלה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,7.9,7.9,0,1,,
7.29066E+12,1,11,0,2020/04/13 08:08,540,0,מלון,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,6.9,6.9,0,1,,
7.29066E+12,1,11,0,2020/04/19 13:15,545,0,נקטרינה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,29.9,29.9,0,1,,
7.29066E+12,1,11,0,2015/03/27 07:59,546,0,פפאיה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,,1,1,19.9,19.9,0,1,,
7.29066E+12,1,11,0,2020/04/27 08:06,560,0,קלמנטינה,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,6.9,6.9,0,1,,
7.29066E+12,1,11,0,2019/12/09 12:59,563,0,קיווי,ביכורי הנגב מ.ד בעמ,,,"ק""ג",1,"ק""ג",1,1,19.9,19.9,0,1,,
